timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
1685301,0,0,1,1,0,0,0,0
2188364,0,0,1,1,0,0,0,0
2695306,0,0,1,1,0,0,0,0
3202305,0,0,1,1,0,0,0,0
3709307,0,0,1,1,0,0,0,0
4216338,0,0,1,1,0,0,0,0
4723305,0,0,1,1,0,0,0,0
5230308,0,0,1,1,0,0,0,0
5737307,0,0,1,1,0,0,0,0
6244305,0,0,1,1,0,0,0,0
6751305,0,0,1,1,0,0,0,0
7258306,0,0,1,1,0,0,0,0
7765370,0,0,1,1,0,0,0,0
8272305,0,0,1,1,0,0,0,0
8779306,0,0,1,1,0,0,0,0
9286306,0,0,1,1,0,0,0,0
9793306,0,0,1,1,0,0,0,0
10300308,0,0,1,1,0,0,0,0
10807306,0,0,1,1,0,0,0,0
11314309,0,0,1,1,0,0,0,0
11821307,0,0,1,1,0,0,0,0
12328309,0,0,1,1,0,0,0,0
12835308,0,0,1,1,0,0,0,0
13342366,0,0,1,1,0,0,0,0
13849306,0,0,1,1,0,0,0,0
14356306,0,0,1,1,0,0,0,0
14863311,0,0,1,1,0,0,0,0
15370304,0,0,1,1,0,0,0,0
15877306,0,0,1,1,0,0,0,0
16384306,0,0,1,1,0,0,0,0
16891305,0,0,1,1,0,0,0,0
17398305,0,0,1,1,0,0,0,0
17905307,0,0,1,1,0,0,0,0
18412310,0,0,1,1,0,0,0,0
18919365,0,0,1,1,0,0,0,0
19426310,0,0,1,1,0,0,0,0
19933309,0,0,1,1,0,0,0,0
20440305,0,0,1,1,0,0,0,0
20947307,0,0,1,1,0,0,0,0
21454305,0,0,1,1,0,0,0,0
21961307,0,0,1,1,0,0,0,0
22468338,0,0,1,1,0,0,0,0
22975307,0,0,1,1,0,0,0,0
23482305,0,0,1,1,0,0,0,0
23989306,0,0,1,1,0,0,0,0
24496445,0,0,1,1,0,0,0,0
24685349,0,0,1,1,0,0,0,0
25192306,0,0,1,1,0,0,0,0
25688314,0,0,1,1,0,0,0,0
25701521,0,0,1,1,0,0,0,0
26212314,0,0,1,1,0,0,0,0
26720318,0,0,1,1,0,0,0,0
27229317,0,0,1,1,0,0,0,0
27730319,0,0,1,1,0,0,0,0
28238317,0,0,1,1,0,0,0,0
28740316,0,0,1,1,0,0,0,0
29241345,0,0,1,1,0,0,0,0
29742361,0,0,1,1,0,0,0,0
30254065,0,0,1,1,0,0,0,0
30761317,0,0,1,1,0,0,0,0
31265316,0,0,1,1,0,0,0,0
31775363,0,0,1,1,0,0,0,0
32284316,0,0,1,1,0,0,0,0
32793946,0,0,1,1,0,0,0,0
33304318,0,0,1,1,0,0,0,0
33812365,0,0,1,1,0,0,0,0
34323359,0,0,1,1,0,0,0,0
34831343,0,0,1,1,0,0,0,0
35340357,0,0,1,1,0,0,0,0
35850328,0,0,1,1,0,0,0,0
36359327,0,0,1,1,0,0,0,0
36866623,0,0,1,1,0,0,0,0
37375387,0,0,1,1,0,0,0,0
37751371,0,0,1,1,0,0,0,0
38260356,0,0,1,1,0,0,0,0
38770381,0,0,1,1,0,0,0,0
39279376,0,0,1,1,0,0,0,0
39788340,0,0,1,1,0,0,0,0
40299325,0,0,1,1,0,0,0,0
40808360,0,0,1,1,0,0,0,0
41309368,0,0,1,1,0,0,0,0
41688336,0,0,1,1,0,0,0,0
42189359,0,0,1,1,0,0,0,0
42691325,0,0,1,1,0,0,0,0
42825492,1,0,1,1,0,0,0,0
42836339,1,0,1,1,0,0,0,0
43343332,1,0,1,1,0,0,0,0
43850908,1,0,1,1,0,0,0,0
44361370,1,0,1,1,0,0,0,0
44872368,1,0,1,1,0,0,0,0
45381328,1,0,1,1,0,0,0,0
45891328,1,0,1,1,0,0,0,0
46391374,1,0,1,1,0,0,0,0
46901356,1,0,1,1,0,0,0,0
47408381,1,0,1,1,0,0,0,0
47918756,1,0,1,1,0,0,0,0
48427486,1,0,1,1,0,0,0,0
48936329,1,0,1,1,0,0,0,0
49436402,1,0,1,1,0,0,0,0
49947375,1,0,1,1,0,0,0,0
50447495,1,0,1,1,0,0,0,0
50959712,1,0,1,1,0,0,0,0
51468381,1,0,1,1,0,0,0,0
51979835,1,0,1,1,0,0,0,0
52487328,1,0,1,1,0,0,0,0
52995510,1,0,1,1,0,0,0,0
53503373,1,0,1,1,0,0,0,0
54012326,1,0,1,1,0,0,0,0
54518372,1,0,1,1,0,0,0,0
55026328,1,0,1,1,0,0,0,0
55526363,1,0,1,1,0,0,0,0
56035477,1,0,1,1,0,0,0,0
56544329,1,0,1,1,0,0,0,0
57050328,1,0,1,1,0,0,0,0
57559331,1,0,1,1,0,0,0,0
58067368,1,0,1,1,0,0,0,0
58573329,1,0,1,1,0,0,0,0
59080328,1,0,1,1,0,0,0,0
59589333,1,0,1,1,0,0,0,0
60096328,1,0,1,1,0,0,0,0
60604514,1,0,1,1,0,0,0,0
61111496,1,0,1,1,0,0,0,0
61618328,1,0,1,1,0,0,0,0
62124362,1,0,1,1,0,0,0,0
62631882,1,0,1,1,0,0,0,0
63140328,1,0,1,1,0,0,0,0
63648330,1,0,1,1,0,0,0,0
64156337,1,0,1,1,0,0,0,0
64663353,1,0,1,1,0,0,0,0
65170834,1,0,1,1,0,0,0,0
65678336,1,0,1,1,0,0,0,0
66185329,1,0,1,1,0,0,0,0
66695856,1,0,1,1,0,0,0,0
67203473,1,0,1,1,0,0,0,0
67713377,1,0,1,1,0,0,0,0
68220358,1,0,1,1,0,0,0,0
68728361,1,0,1,1,0,0,0,0
69236339,1,0,1,1,0,0,0,0
69736699,1,0,1,1,0,0,0,0
70244399,1,0,1,1,0,0,0,0
70745333,1,0,1,1,0,0,0,0
71254332,1,0,1,1,0,0,0,0
71765329,1,0,1,1,0,0,0,0
72267328,1,0,1,1,0,0,0,0
72771785,1,0,1,1,0,0,0,0
73274329,1,0,1,1,0,0,0,0
73783988,1,0,1,1,0,0,0,0
74293424,1,0,1,1,0,0,0,0
74795333,1,0,1,1,0,0,0,0
75296326,1,0,1,1,0,0,0,0
75799965,1,0,1,1,0,0,0,0
76308330,1,0,1,1,0,0,0,0
76813372,1,0,1,1,0,0,0,0
77316653,1,0,1,1,0,0,0,0
77826327,1,0,1,1,0,0,0,0
78336524,1,0,1,1,0,0,0,0
78844903,1,0,1,1,0,0,0,0
79356460,1,0,1,1,0,0,0,0
79865400,1,0,1,1,0,0,0,0
80373326,1,0,1,1,0,0,0,0
80882327,1,0,1,1,0,0,0,0
81391368,1,0,1,1,0,0,0,0
81900327,1,0,1,1,0,0,0,0
82409355,1,0,1,1,0,0,0,0
82919756,1,0,1,1,0,0,0,0
83425364,1,0,1,1,0,0,0,0
83934364,1,0,1,1,0,0,0,0
84435706,1,0,1,1,0,0,0,0
84945328,1,0,1,1,0,0,0,0
85454328,1,0,1,1,0,0,0,0
85962387,1,0,1,1,0,0,0,0
86469358,1,0,1,1,0,0,0,0
86977377,1,0,1,1,0,0,0,0
87485326,1,0,1,1,0,0,0,0
87992659,1,0,1,1,0,0,0,0
88499328,1,0,1,1,0,0,0,0
89009327,1,0,1,1,0,0,0,0
89518389,1,0,1,1,0,0,0,0
90029429,1,0,1,1,0,0,0,0
90538326,1,0,1,1,0,0,0,0
91046327,1,0,1,1,0,0,0,0
91556533,1,0,1,1,0,0,0,0
92065364,1,0,1,1,0,0,0,0
92573328,1,0,1,1,0,0,0,0
93073357,1,0,1,1,0,0,0,0
93582326,1,0,1,1,0,0,0,0
94092972,1,0,1,1,0,0,0,0
94602331,1,0,1,1,0,0,0,0
95110326,1,0,1,1,0,0,0,0
95621361,1,0,1,1,0,0,0,0
96123326,1,0,1,1,0,0,0,0
96633333,1,0,1,1,0,0,0,0
97141379,1,0,1,1,0,0,0,0
97649422,1,0,1,1,0,0,0,0
98151326,1,0,1,1,0,0,0,0
98653402,1,0,1,1,0,0,0,0
99154600,1,0,1,1,0,0,0,0
99660683,1,0,1,1,0,0,0,0
100164894,1,0,1,1,0,0,0,0
100665331,1,0,1,1,0,0,0,0
101167327,1,0,1,1,0,0,0,0
101669345,1,0,1,1,0,0,0,0
102180857,1,0,1,1,0,0,0,0
102685448,1,0,1,1,0,0,0,0
103196395,1,0,1,1,0,0,0,0
103703333,1,0,1,1,0,0,0,0
104205476,1,0,1,1,0,0,0,0
104707326,1,0,1,1,0,0,0,0
105217511,1,0,1,1,0,0,0,0
105725326,1,0,1,1,0,0,0,0
106234371,1,0,1,1,0,0,0,0
106734561,1,0,1,1,0,0,0,0
107243326,1,0,1,1,0,0,0,0
107752604,1,0,1,1,0,0,0,0
108259327,1,0,1,1,0,0,0,0
108765329,1,0,1,1,0,0,0,0
109271327,1,0,1,1,0,0,0,0
109778327,1,0,1,1,0,0,0,0
110285328,1,0,1,1,0,0,0,0
110793328,1,0,1,1,0,0,0,0
111303328,1,0,1,1,0,0,0,0
111810329,1,0,1,1,0,0,0,0
112318516,1,0,1,1,0,0,0,0
112825755,1,0,1,1,0,0,0,0
113334355,1,0,1,1,0,0,0,0
113841456,1,0,1,1,0,0,0,0
114352800,1,0,1,1,0,0,0,0
114860328,1,0,1,1,0,0,0,0
115364373,1,0,1,1,0,0,0,0
115873595,1,0,1,1,0,0,0,0
116378952,1,0,1,1,0,0,0,0
116880326,1,0,1,1,0,0,0,0
117385597,1,0,1,1,0,0,0,0
117889731,1,0,1,1,0,0,0,0
118397371,1,0,1,1,0,0,0,0
118907326,1,0,1,1,0,0,0,0
119415398,1,0,1,1,0,0,0,0
119921555,1,0,1,1,0,0,0,0
120430704,1,0,1,1,0,0,0,0
120933361,1,0,1,1,0,0,0,0
121440052,1,0,1,1,0,0,0,0
121942594,1,0,1,1,0,0,0,0
122444358,1,0,1,1,0,0,0,0
122947326,1,0,1,1,0,0,0,0
123453705,1,0,1,1,0,0,0,0
123957730,1,0,1,1,0,0,0,0
124458611,1,0,1,1,0,0,0,0
124967813,1,0,1,1,0,0,0,0
125479304,1,0,1,1,0,0,0,0
125984329,1,0,1,1,0,0,0,0
126488328,1,0,1,1,0,0,0,0
126999329,1,0,1,1,0,0,0,0
127510328,1,0,1,1,0,0,0,0
128011560,1,0,1,1,0,0,0,0
128512334,1,0,1,1,0,0,0,0
129022330,1,0,1,1,0,0,0,0
129524355,1,0,1,1,0,0,0,0
130033883,1,0,1,1,0,0,0,0
130538369,1,0,1,1,0,0,0,0
131040358,1,0,1,1,0,0,0,0
131541328,1,0,1,1,0,0,0,0
132048327,1,0,1,1,0,0,0,0
132558328,1,0,1,1,0,0,0,0
133066331,1,0,1,1,0,0,0,0
133576416,1,0,1,1,0,0,0,0
134084326,1,0,1,1,0,0,0,0
134592327,1,0,1,1,0,0,0,0
135101328,1,0,1,1,0,0,0,0
135602497,1,0,1,1,0,0,0,0
136109620,1,0,1,1,0,0,0,0
136610963,1,0,1,1,0,0,0,0
137118430,1,0,1,1,0,0,0,0
137620359,1,0,1,1,0,0,0,0
138130377,1,0,1,1,0,0,0,0
138639327,1,0,1,1,0,0,0,0
139146453,1,0,1,1,0,0,0,0
139655327,1,0,1,1,0,0,0,0
140165327,1,0,1,1,0,0,0,0
140668841,1,0,1,1,0,0,0,0
141175361,1,0,1,1,0,0,0,0
141679328,1,0,1,1,0,0,0,0
142189361,1,0,1,1,0,0,0,0
142692474,1,0,1,1,0,0,0,0
143199359,1,0,1,1,0,0,0,0
143703235,1,0,1,1,0,0,0,0
144203328,1,0,1,1,0,0,0,0
144708742,1,0,1,1,0,0,0,0
145216359,1,0,1,1,0,0,0,0
145723259,1,0,1,1,0,0,0,0
146223326,1,0,1,1,0,0,0,0
146728332,1,0,1,1,0,0,0,0
147237327,1,0,1,1,0,0,0,0
147738745,1,0,1,1,0,0,0,0
148240359,1,0,1,1,0,0,0,0
148743209,1,0,1,1,0,0,0,0
149251143,1,0,1,1,0,0,0,0
149761327,1,0,1,1,0,0,0,0
150262963,1,0,1,1,0,0,0,0
150763349,1,0,1,1,0,0,0,0
151264326,1,0,1,1,0,0,0,0
151773328,1,0,1,1,0,0,0,0
152281328,1,0,1,1,0,0,0,0
152790370,1,0,1,1,0,0,0,0
153298890,1,0,1,1,0,0,0,0
153807326,1,0,1,1,0,0,0,0
154315637,1,0,1,1,0,0,0,0
154824328,1,0,1,1,0,0,0,0
155330838,1,0,1,1,0,0,0,0
155839538,1,0,1,1,0,0,0,0
156341329,1,0,1,1,0,0,0,0
156849326,1,0,1,1,0,0,0,0
157358443,1,0,1,1,0,0,0,0
157866368,1,0,1,1,0,0,0,0
158373327,1,0,1,1,0,0,0,0
158880327,1,0,1,1,0,0,0,0
159387358,1,0,1,1,0,0,0,0
159897328,1,0,1,1,0,0,0,0
160404327,1,0,1,1,0,0,0,0
160911854,1,0,1,1,0,0,0,0
161412327,1,0,1,1,0,0,0,0
161921356,1,0,1,1,0,0,0,0
162427387,1,0,1,1,0,0,0,0
162935390,1,0,1,1,0,0,0,0
163443826,1,0,1,1,0,0,0,0
163952328,1,0,1,1,0,0,0,0
164461330,1,0,1,1,0,0,0,0
164971663,1,0,1,1,0,0,0,0
165480328,1,0,1,1,0,0,0,0
165986387,1,0,1,1,0,0,0,0
166496025,1,0,1,1,0,0,0,0
167002329,1,0,1,1,0,0,0,0
167508331,1,0,1,1,0,0,0,0
168008336,1,0,1,1,0,0,0,0
168511932,1,0,1,1,0,0,0,0
169020332,1,0,1,1,0,0,0,0
169526331,1,0,1,1,0,0,0,0
170036331,1,0,1,1,0,0,0,0
170542343,1,0,1,1,0,0,0,0
171052328,1,0,1,1,0,0,0,0
171560352,1,0,1,1,0,0,0,0
172066357,1,0,1,1,0,0,0,0
172566403,1,0,1,1,0,0,0,0
173076360,1,0,1,1,0,0,0,0
173585359,1,0,1,1,0,0,0,0
174091854,1,0,1,1,0,0,0,0
174599944,1,0,1,1,0,0,0,0
175101360,1,0,1,1,0,0,0,0
175603580,1,0,1,1,0,0,0,0
176110361,1,0,1,1,0,0,0,0
176611357,1,0,1,1,0,0,0,0
177111611,1,0,1,1,0,0,0,0
177621871,1,0,1,1,0,0,0,0
178123833,1,0,1,1,0,0,0,0
178634334,1,0,1,1,0,0,0,0
179140860,1,0,1,1,0,0,0,0
179651327,1,0,1,1,0,0,0,0
180160618,1,0,1,1,0,0,0,0
180670327,1,0,1,1,0,0,0,0
181181329,1,0,1,1,0,0,0,0
181691972,1,0,1,1,0,0,0,0
182200526,1,0,1,1,0,0,0,0
182708477,1,0,1,1,0,0,0,0
183216327,1,0,1,1,0,0,0,0
183716711,1,0,1,1,0,0,0,0
184225332,1,0,1,1,0,0,0,0
184727403,1,0,1,1,0,0,0,0
185236662,1,0,1,1,0,0,0,0
185745327,1,0,1,1,0,0,0,0
186253329,1,0,1,1,0,0,0,0
186762401,1,0,1,1,0,0,0,0
187272146,1,0,1,1,0,0,0,0
187780329,1,0,1,1,0,0,0,0
188287326,1,0,1,1,0,0,0,0
188795669,1,0,1,1,0,0,0,0
189305326,1,0,1,1,0,0,0,0
189812433,1,0,1,1,0,0,0,0
190319330,1,0,1,1,0,0,0,0
190827699,1,0,1,1,0,0,0,0
191334332,1,0,1,1,0,0,0,0
191841195,1,0,1,1,0,0,0,0
192348559,1,0,1,1,0,0,0,0
192860524,1,0,1,1,0,0,0,0
193369328,1,0,1,1,0,0,0,0
193877324,1,0,1,1,0,0,0,0
194385367,1,0,1,1,0,0,0,0
194894344,1,0,1,1,0,0,0,0
195403326,1,0,1,1,0,0,0,0
195910326,1,0,1,1,0,0,0,0
196416943,1,0,1,1,0,0,0,0
196924463,1,0,1,1,0,0,0,0
197424836,1,0,1,1,0,0,0,0
197935949,1,0,1,1,0,0,0,0
198443329,1,0,1,1,0,0,0,0
198953345,1,0,1,1,0,0,0,0
199457338,1,0,1,1,0,0,0,0
199966326,1,0,1,1,0,0,0,0
200476625,1,0,1,1,0,0,0,0
200977328,1,0,1,1,0,0,0,0
201488684,1,0,1,1,0,0,0,0
201988982,1,0,1,1,0,0,0,0
202490361,1,0,1,1,0,0,0,0
203001239,1,0,1,1,0,0,0,0
203511329,1,0,1,1,0,0,0,0
204021327,1,0,1,1,0,0,0,0
204530346,1,0,1,1,0,0,0,0
205041327,1,0,1,1,0,0,0,0
205542328,1,0,1,1,0,0,0,0
206050327,1,0,1,1,0,0,0,0
206561359,1,0,1,1,0,0,0,0
207071375,1,0,1,1,0,0,0,0
207575332,1,0,1,1,0,0,0,0
208085382,1,0,1,1,0,0,0,0
208595369,1,0,1,1,0,0,0,0
209105331,1,0,1,1,0,0,0,0
209613004,1,0,1,1,0,0,0,0
210119326,1,0,1,1,0,0,0,0
210626332,1,0,1,1,0,0,0,0
211137343,1,0,1,1,0,0,0,0
211647365,1,0,1,1,0,0,0,0
212155327,1,0,1,1,0,0,0,0
212665433,1,0,1,1,0,0,0,0
213171329,1,0,1,1,0,0,0,0
213681130,1,0,1,1,0,0,0,0
214188396,1,0,1,1,0,0,0,0
214697328,1,0,1,1,0,0,0,0
215204736,1,0,1,1,0,0,0,0
215713327,1,0,1,1,0,0,0,0
216221327,1,0,1,1,0,0,0,0
216731331,1,0,1,1,0,0,0,0
217240397,1,0,1,1,0,0,0,0
217746357,1,0,1,1,0,0,0,0
218254360,1,0,1,1,0,0,0,0
218755327,1,0,1,1,0,0,0,0
219262328,1,0,1,1,0,0,0,0
219769738,1,0,1,1,0,0,0,0
220278385,1,0,1,1,0,0,0,0
220786327,1,0,1,1,0,0,0,0
221293567,1,0,1,1,0,0,0,0
221802119,1,0,1,1,0,0,0,0
222302216,1,0,1,1,0,0,0,0
222811326,1,0,1,1,0,0,0,0
223314358,1,0,1,1,0,0,0,0
223823327,1,0,1,1,0,0,0,0
224331379,1,0,1,1,0,0,0,0
224838358,1,0,1,1,0,0,0,0
225344324,1,0,1,1,0,0,0,0
225854375,1,0,1,1,0,0,0,0
226362367,1,0,1,1,0,0,0,0
226864359,1,0,1,1,0,0,0,0
227370362,1,0,1,1,0,0,0,0
227880372,1,0,1,1,0,0,0,0
228391375,1,0,1,1,0,0,0,0
228903124,1,0,1,1,0,0,0,0
229413972,1,0,1,1,0,0,0,0
229914361,1,0,1,1,0,0,0,0
230423327,1,0,1,1,0,0,0,0
230926656,1,0,1,1,0,0,0,0
231431333,1,0,1,1,0,0,0,0
231941737,1,0,1,1,0,0,0,0
232450328,1,0,1,1,0,0,0,0
232958478,1,0,1,1,0,0,0,0
233469351,1,0,1,1,0,0,0,0
233978330,1,0,1,1,0,0,0,0
234487382,1,0,1,1,0,0,0,0
234998523,1,0,1,1,0,0,0,0
235506328,1,0,1,1,0,0,0,0
236006452,1,0,1,1,0,0,0,0
236514409,1,0,1,1,0,0,0,0
237022563,1,0,1,1,0,0,0,0
237528363,1,0,1,1,0,0,0,0
238038327,1,0,1,1,0,0,0,0
238546843,1,0,1,1,0,0,0,0
239047165,1,0,1,1,0,0,0,0
239554040,1,0,1,1,0,0,0,0
240060366,1,0,1,1,0,0,0,0
240568328,1,0,1,1,0,0,0,0
241076330,1,0,1,1,0,0,0,0
241583330,1,0,1,1,0,0,0,0
242090369,1,0,1,1,0,0,0,0
242597328,1,0,1,1,0,0,0,0
243104327,1,0,1,1,0,0,0,0
243611328,1,0,1,1,0,0,0,0
244119123,1,0,1,1,0,0,0,0
244624371,1,0,1,1,0,0,0,0
245130891,1,0,1,1,0,0,0,0
245637327,1,0,1,1,0,0,0,0
246137362,1,0,1,1,0,0,0,0
246645329,1,0,1,1,0,0,0,0
247147335,1,0,1,1,0,0,0,0
247654365,1,0,1,1,0,0,0,0
248164361,1,0,1,1,0,0,0,0
248672359,1,0,1,1,0,0,0,0
249179375,1,0,1,1,0,0,0,0
249686778,1,0,1,1,0,0,0,0
250197327,1,0,1,1,0,0,0,0
250704327,1,0,1,1,0,0,0,0
251205328,1,0,1,1,0,0,0,0
251714712,1,0,1,1,0,0,0,0
252223328,1,0,1,1,0,0,0,0
252731415,1,0,1,1,0,0,0,0
253241363,1,0,1,1,0,0,0,0
253743479,1,0,1,1,0,0,0,0
254253327,1,0,1,1,0,0,0,0
254762894,1,0,1,1,0,0,0,0
255272382,1,0,1,1,0,0,0,0
255775372,1,0,1,1,0,0,0,0
256277325,1,0,1,1,0,0,0,0
256786979,1,0,1,1,0,0,0,0
257295328,1,0,1,1,0,0,0,0
257805368,1,0,1,1,0,0,0,0
258311358,1,0,1,1,0,0,0,0
258820372,1,0,1,1,0,0,0,0
259329334,1,0,1,1,0,0,0,0
259839133,1,0,1,1,0,0,0,0
260345326,1,0,1,1,0,0,0,0
260848328,1,0,1,1,0,0,0,0
261355656,1,0,1,1,0,0,0,0
261859362,1,0,1,1,0,0,0,0
262363321,1,0,1,1,0,0,0,0
262863820,1,0,1,1,0,0,0,0
263371024,1,0,1,1,0,0,0,0
263871325,1,0,1,1,0,0,0,0
264375329,1,0,1,1,0,0,0,0
264883581,1,0,1,1,0,0,0,0
265390345,1,0,1,1,0,0,0,0
265898975,1,0,1,1,0,0,0,0
266406681,1,0,1,1,0,0,0,0
266913327,1,0,1,1,0,0,0,0
267420327,1,0,1,1,0,0,0,0
267927466,1,0,1,1,0,0,0,0
268393466,0,0,1,1,0,0,0,0
268407396,0,0,1,1,0,0,0,0
268914746,0,0,1,1,0,0,0,0
