timestamp,load,ram_usage
1555271,0.07046187,0.4232946
2055274,0.20400041,0.57884866
2555275,0.14580202,0.58367103
3055275,0.15018803,0.5839389
3555278,0.14849198,0.5839389
4055280,0.15149051,0.5839389
4555275,0.15125352,0.5839389
5055278,0.15117168,0.5839389
5555277,0.14993232,0.5839389
6055275,0.15264201,0.5839389
6555307,0.14934802,0.5839389
7055278,0.15163797,0.5839389
7555279,0.14964283,0.5839389
8055303,0.1509952,0.5839389
8555276,0.14969403,0.5839389
9055277,0.15119803,0.5839389
9555277,0.15006399,0.5839389
10055275,0.15129602,0.5839389
10555276,0.15150398,0.5839389
11055317,0.15216291,0.5839389
11555277,0.14969689,0.5839389
12055279,0.152008,0.5839389
12555277,0.14907801,0.5839389
13055275,0.15149802,0.5839389
13555275,0.150204,0.5839389
14055277,0.15177602,0.5839389
14555281,0.15059388,0.5839389
15055276,0.15102613,0.5839389
15555280,0.1506117,0.5839389
16055302,0.15130597,0.5839389
16555277,0.15121228,0.5839389
17055277,0.15074599,0.5839389
17555305,0.15050203,0.5839389
18055279,0.15135878,0.5839389
18555276,0.1500392,0.5839389
19055275,0.15096599,0.5839389
19555275,0.15091997,0.5839389
20055279,0.15075397,0.5839389
20555275,0.15081,0.5839389
21055275,0.15120602,0.5839389
21555284,0.1513496,0.5874217
22055280,0.1518504,0.5903687
22555279,0.15135199,0.5938515
23055287,0.15119171,0.5938515
23555280,0.15171629,0.5938515
24055279,0.15118599,0.5938515
24555282,0.15324199,0.5938515
25055285,0.15298384,0.5950571
25555280,0.15163612,0.5950571
26055285,0.2674355,0.6206088
26555291,0.3007282,0.6475001
27055288,0.31905454,0.65054756
27555292,0.34917593,0.6564415
28055292,0.36531597,0.6564415
28555336,0.36153018,0.65670943
29055292,0.36233735,0.65670943
29555292,0.36650598,0.65670943
30055614,0.37875932,0.6572452
30555293,0.46873277,0.6572452
31055294,0.36542672,0.6572452
31555294,0.36637598,0.6572452
32055336,0.3653311,0.6572452
32555294,0.36501813,0.6572452
33055291,0.36114675,0.6572452
33555294,0.32927132,0.6585848
34055294,0.37563074,0.6585848
34555292,0.38353997,0.6585848
35055294,0.376527,0.6585848
35555337,0.38711673,0.6585848
36055294,0.38040376,0.6585848
36555293,0.38433802,0.6585848
37055314,0.38839537,0.66019225
37555292,0.3899327,0.66019225
38055299,0.4067003,0.6627039
38555297,0.39350635,0.6627039
39055349,0.3914957,0.6627039
39555296,0.3931548,0.6627039
40055297,0.39278078,0.6627039
40555606,0.3947932,0.6627039
41055306,0.38919318,0.6627039
41555296,0.39764953,0.6627039
42055300,0.3901345,0.6627039
42555508,0.39385015,0.6627039
43055295,0.39426756,0.66323966
43555296,0.37376648,0.6605271
44055297,0.36944854,0.64230937
44555298,0.368154,0.64230937
45055295,0.37760377,0.6425438
45555426,0.37192106,0.6425438
46055342,0.37549233,0.6425438
46555415,0.36841697,0.6425438
47055532,0.37275875,0.6425438
47555301,0.36094165,0.6425438
48055338,0.37365937,0.6425438
48555339,0.3601913,0.6430796
49055536,0.36800426,0.6430796
49555384,0.36276627,0.6430796
50055418,0.37342137,0.6430796
50555313,0.37294835,0.6430796
51055471,0.37965477,0.6430796
51555370,0.36882704,0.6430796
52055299,0.38250488,0.6430796
52555539,0.37351823,0.6430796
53055526,0.37833184,0.6430796
53555314,0.3705507,0.6430796
54055516,0.3802272,0.6430796
54555315,0.36906308,0.6430796
55055520,0.37087917,0.6430796
55555298,0.37248313,0.6430796
56055585,0.37367302,0.6430796
56555346,0.37478316,0.6430796
57055326,0.37490577,0.6430796
57555305,0.37686986,0.6430796
58055698,0.37322062,0.6430796
58555626,0.3829239,0.6430796
59055485,0.36882126,0.6430796
59555298,0.37401485,0.6430796
60055869,0.3767687,0.6430796
60555813,0.37925822,0.6430796
61055401,0.3769614,0.6430796
61555303,0.3765306,0.6430796
62055294,0.32537198,0.6430796
62555740,0.36981487,0.6430796
63055315,0.37336904,0.6430796
63555367,0.3765915,0.6430796
64055297,0.37461144,0.6430796
64555740,0.37394643,0.6430796
65055317,0.37754,0.6430796
65555299,0.37409472,0.6430796
66055761,0.3779118,0.6430796
66555296,0.3734581,0.6430796
67055337,0.3714193,0.6430796
67555348,0.37220657,0.6430796
68055823,0.3795994,0.6430796
68555294,0.37301064,0.6430796
69055517,0.3721028,0.6430796
69555296,0.3715207,0.6430796
70055389,0.37502426,0.6430796
70555339,0.37543154,0.6430796
71055933,0.37706405,0.6430796
71555994,0.36786383,0.6430796
72055384,0.39620137,0.6430796
72555306,0.42272192,0.6430796
73055693,0.42666662,0.6430796
73555345,0.42982143,0.6430796
74055388,0.4172361,0.6430796
74555297,0.42854542,0.6430796
75055295,0.426714,0.6430796
75555296,0.4243403,0.6430796
76055405,0.4285546,0.6430796
76555295,0.4311906,0.6430796
77055318,0.42497575,0.6430796
77555337,0.38111424,0.6430796
78055295,0.3757071,0.6430796
78555295,0.37601602,0.6430796
79055295,0.37598997,0.6430796
79555305,0.3766482,0.6430796
80055295,0.37816983,0.6430796
80555296,0.3807212,0.6430796
81055351,0.37200785,0.6430796
81555349,0.37346053,0.6430796
82055297,0.3716756,0.6430796
82555297,0.37760878,0.6430796
83055294,0.37439197,0.6430796
83555334,0.37541324,0.6430796
84055321,0.37536252,0.6430796
84555336,0.3731674,0.6430796
85055295,0.37710917,0.6430796
85555296,0.372868,0.6430796
86055295,0.37211525,0.6430796
86555311,0.37509274,0.6430796
87055313,0.37572402,0.6430796
87555295,0.370866,0.6430796
88055338,0.38175088,0.6430796
88555305,0.3730616,0.6430796
89055295,0.37732047,0.6430796
89555294,0.37608624,0.6430796
90055295,0.37113,0.6430796
90555294,0.37168998,0.6430796
91055295,0.37791324,0.6430796
91555369,0.36986738,0.6430796
92055295,0.37728631,0.6430796
92555326,0.37665325,0.6430796
93055293,0.37604475,0.6430796
93555296,0.37082398,0.6430796
94055295,0.37416798,0.6430796
94555295,0.37209803,0.6430796
95055345,0.3743683,0.6430796
95555296,0.37307155,0.6430796
96055298,0.37404,0.6430796
96555295,0.37510002,0.6430796
97055319,0.37300998,0.6430796
97555296,0.386122,0.6430796
98055294,0.42567712,0.6430796
98555344,0.4290151,0.6430796
99055295,0.4203449,0.6430796
99555294,0.42633116,0.6430796
100055292,0.43007284,0.6430796
100555296,0.424684,0.6430796
101055296,0.428712,0.6430796
101555294,0.42579198,0.6430796
102055344,0.42620766,0.6430796
102555295,0.42448217,0.6430796
103055309,0.424904,0.6430796
103555293,0.431688,0.6430796
104055294,0.39850003,0.6430796
104555297,0.37750727,0.6430796
105055297,0.37640476,0.6430796
105555343,0.37497574,0.6430796
106055301,0.37797028,0.6430796
106555294,0.37238824,0.6430796
107055297,0.38055217,0.6430796
107555294,0.3773138,0.6430796
108055295,0.37387198,0.6430796
108555296,0.37440324,0.6430796
109055349,0.37561393,0.6430796
109555295,0.37595087,0.6430796
110055295,0.37603724,0.6430796
110555295,0.37410998,0.6430796
111055293,0.37713873,0.6430796
111555294,0.368662,0.6430796
112055294,0.37777925,0.6430796
112555345,0.36951154,0.6430796
113055296,0.37689567,0.6430796
113555295,0.3709262,0.6430796
114055293,0.37679797,0.6430796
114555295,0.36953527,0.6430796
115055294,0.37191075,0.6430796
115555333,0.38107276,0.6430796
116055344,0.4238987,0.6430796
116555295,0.42789966,0.6430796
117055296,0.42441148,0.6430796
117555392,0.4235255,0.6430796
118055296,0.424228,0.6430796
118555293,0.37347,0.6430796
119055561,0.37208658,0.6430796
119555362,0.43030638,0.6430796
120055294,0.4251535,0.6430796
120555373,0.43369776,0.6430796
121055557,0.42142576,0.6430796
121555294,0.4257828,0.6430796
122055296,0.42708516,0.6430796
122555298,0.42569,0.6430796
123055342,0.42273456,0.6430796
123555295,0.4286489,0.6430796
124055295,0.42075318,0.6430796
124555989,0.42558497,0.6430796
125055298,0.41857713,0.6430796
125555295,0.42732054,0.6430796
126055295,0.42620653,0.6430796
126555344,0.42710155,0.6430796
127055671,0.4308694,0.6430796
127555293,0.42382818,0.6430796
128055299,0.42716402,0.6430796
128555300,0.42532915,0.6430796
129055294,0.43064684,0.6430796
129555900,0.41887665,0.6430796
130055347,0.43068033,0.6430796
130555294,0.4206943,0.6430796
131055295,0.42363113,0.6430796
131555296,0.3816765,0.6430796
132055293,0.37813824,0.6430796
132555301,0.3764292,0.6430796
133055295,0.37774003,0.6430796
133555347,0.3751775,0.6430796
134055294,0.37727952,0.6430796
134555294,0.37416124,0.6430796
135055294,0.37632877,0.6430796
135555296,0.37679374,0.6430796
136055311,0.38947755,0.6430796
136555310,0.42071056,0.6430796
137055349,0.43046755,0.6430796
137555294,0.42359746,0.6430796
138055295,0.43104887,0.6430796
138555297,0.3826437,0.6430796
139055295,0.37583625,0.6430796
139555294,0.393054,0.6430796
140055294,0.42668515,0.6430796
140555353,0.4314711,0.6430796
141055303,0.42661434,0.6430796
141555295,0.42750227,0.6430796
142055297,0.42826968,0.6430796
142555296,0.42566085,0.6430796
143055297,0.421924,0.6430796
143555296,0.432078,0.6430796
144056246,0.41957712,0.6430796
144556281,0.4268921,0.6430796
145055296,0.418882,0.6430796
145555297,0.43079287,0.6430796
146055295,0.430192,0.6430796
146556547,0.4291138,0.6430796
147055293,0.41818482,0.6430796
147555349,0.4010743,0.6430796
148055296,0.37554657,0.6430796
148555298,0.3743605,0.6430796
149055296,0.37327272,0.6430796
149555296,0.37322998,0.6430796
150055308,0.37738144,0.6430796
150555296,0.3728947,0.6430796
151055345,0.374905,0.6430796
151555295,0.3725475,0.6430796
152055298,0.38054693,0.6430796
152555315,0.3696782,0.6430796
153055293,0.37993276,0.6430796
153555296,0.37240577,0.6430796
154055492,0.37908143,0.6430796
154555363,0.37532884,0.6430796
155055298,0.37398362,0.6430796
155555296,0.3751325,0.6430796
156055293,0.3793143,0.6430796
156555296,0.37320328,0.6430796
157055296,0.37967277,0.6430796
157555651,0.37192142,0.6430796
158055359,0.37602186,0.6430796
158555296,0.37314904,0.6430796
159055294,0.37007624,0.6430796
159555296,0.37596726,0.6430796
160055296,0.37108475,0.6430796
160555297,0.37650597,0.6430796
161055297,0.3719743,0.6430796
161555343,0.37871915,0.6430796
162055592,0.37589753,0.6430796
162555685,0.3773458,0.6430796
163055294,0.37188154,0.6430796
163555294,0.377118,0.6430796
164055297,0.37344927,0.6430796
164555829,0.38045293,0.6430796
165055368,0.3718061,0.6430796
165555295,0.37580836,0.6430796
166055920,0.37346864,0.6430796
166555783,0.37192369,0.6430796
167055296,0.36741716,0.6430796
167555600,0.37938088,0.6430796
168055853,0.37475836,0.6430796
168556020,0.37906665,0.6430796
169056047,0.3766389,0.6430796
169555360,0.37163883,0.6430796
170055376,0.37762964,0.6430796
170555466,0.3736735,0.6430796
171055492,0.38079095,0.6430796
171557252,0.3916821,0.6430796
172055343,0.43015176,0.6430796
172555390,0.4240418,0.6430796
173055481,0.4303968,0.6430796
173555300,0.42409152,0.6430796
174055491,0.42699087,0.6430796
174555870,0.42353094,0.6430796
175055390,0.42795283,0.6430796
175555342,0.4283743,0.6430796
176055320,0.42521924,0.6430796
176555295,0.4292686,0.6430796
177055297,0.427908,0.6430796
177555347,0.42619598,0.6430796
178055308,0.42807025,0.6430796
178555362,0.42535818,0.6430796
179055379,0.4303342,0.6430796
179555415,0.4173231,0.6430796
180055946,0.42803657,0.6430796
180555308,0.37485158,0.6430796
181055315,0.37806797,0.6430796
181555381,0.3750947,0.6430796
182055423,0.37772977,0.6430796
182555361,0.3763584,0.6430796
183055307,0.37388915,0.6430796
183555380,0.37742287,0.6430796
184055296,0.3756286,0.6430796
184555393,0.37672067,0.6430796
185055311,0.37559158,0.6430796
185555333,0.3753475,0.6430796
186055338,0.3715346,0.6430796
186555295,0.37835807,0.6430796
187055294,0.37497073,0.6430796
187555296,0.37448603,0.6430796
188055418,0.37376457,0.6430796
188555418,0.378794,0.6430796
189055294,0.37383747,0.6430796
189555344,0.38023645,0.6430796
190055298,0.3741032,0.6430796
190555293,0.38191384,0.6430796
191055294,0.37718523,0.6430796
191555296,0.37790447,0.6430796
192055295,0.3766963,0.6430796
192555296,0.37387526,0.6430796
193055345,0.37550372,0.6430796
193555294,0.3742569,0.6430796
194055295,0.37197775,0.6430796
194555296,0.37319422,0.6430796
195055294,0.375116,0.6430796
195555294,0.37392324,0.6430796
196055295,0.38118798,0.6430796
196555341,0.37003446,0.6430796
197055295,0.3773862,0.6430796
197555308,0.37090963,0.6430796
198055295,0.37848336,0.6430796
198555420,0.37639165,0.6430796
199055298,0.37872493,0.6430796
199555293,0.371206,0.6430796
200055342,0.3777042,0.6430796
200555294,0.37466145,0.6430796
201055295,0.380278,0.6430796
201555296,0.37411577,0.6430796
202055312,0.38155198,0.6430796
202555294,0.37436426,0.6430796
203055295,0.37803924,0.6430796
203555343,0.3710249,0.6430796
204055293,0.37718046,0.6430796
204555295,0.37189126,0.6430796
205055295,0.36996198,0.6430796
205555293,0.37166876,0.6430796
206055294,0.37754,0.6430796
206555294,0.37798125,0.6430796
207055341,0.37705904,0.6430796
207555294,0.37587285,0.6430796
208055295,0.36988473,0.6430796
208555294,0.37857002,0.6430796
209055295,0.378138,0.6430796
209555296,0.375422,0.6430796
210055296,0.377212,0.6430796
210555341,0.377501,0.6430796
211055293,0.37511677,0.6430796
211555294,0.376378,0.6430796
212055296,0.37820572,0.6430796
212555295,0.37725824,0.6430796
213055293,0.371342,0.6430796
213555296,0.377167,0.6430796
214055345,0.3727442,0.6430796
214555294,0.375125,0.6430796
215055296,0.37552923,0.6430796
215555295,0.37244475,0.6430796
216055296,0.370556,0.6430796
216555294,0.373366,0.6430796
217055295,0.37378925,0.6430796
217555344,0.3744858,0.6430796
218055298,0.37804055,0.6430796
218555312,0.37361598,0.6430796
219055293,0.37914675,0.6430796
219555295,0.37157124,0.6430796
220055296,0.37807202,0.6430796
220555293,0.37035877,0.6430796
221055347,0.37999249,0.6430796
221555296,0.37384266,0.6430796
222055293,0.37464023,0.6430796
222555295,0.37764972,0.6430796
223055296,0.37685823,0.6430796
223555294,0.37599802,0.6430796
224055296,0.37865323,0.6430796
224555343,0.3745978,0.6430796
225055294,0.37717324,0.6430796
225555295,0.37034124,0.6430796
226055295,0.3721,0.6430796
226555294,0.37486476,0.6430796
227055295,0.37783527,0.6430796
227555296,0.373078,0.6430796
228055374,0.34239656,0.6430796
228555293,0.3708728,0.6430796
229055294,0.37268198,0.6430796
229555294,0.37778598,0.6430796
230055294,0.37398726,0.6430796
230555295,0.37740278,0.6430796
231055293,0.374676,0.6430796
231555343,0.37793744,0.6430796
232055296,0.37538153,0.6430796
232555294,0.37492275,0.6430796
233055295,0.37417376,0.6430796
233555293,0.37237626,0.6430796
234055295,0.37670398,0.6430796
234555295,0.37600726,0.6430796
235055401,0.37639344,0.6430796
235555294,0.370368,0.6430796
236055294,0.37295198,0.6430796
236555295,0.3790537,0.6430796
237055298,0.37097025,0.6430796
237555295,0.37060523,0.6430796
238055294,0.37831074,0.6430796
238555382,0.37206304,0.6430796
239055295,0.37832582,0.6430796
239555294,0.37331802,0.6430796
240055295,0.38161826,0.6430796
240555296,0.37601,0.6430796
241055295,0.37467176,0.6430796
241555294,0.37376022,0.6430796
242055345,0.37796396,0.6430796
242555295,0.36648214,0.6430796
243055294,0.38059276,0.6430796
243555294,0.36920327,0.6430796
244055296,0.37879473,0.6430796
244555293,0.37253797,0.6430796
245055296,0.376808,0.6430796
245555347,0.37453157,0.6430796
246055294,0.37511253,0.6430796
246555299,0.37334526,0.6430796
247055297,0.38052797,0.6430796
247555295,0.37477076,0.6430796
248055294,0.37130177,0.6430796
248555297,0.37317222,0.6430796
249055344,0.37415582,0.6430796
249555297,0.37391514,0.6430796
250055296,0.37347674,0.6430796
250555298,0.3735975,0.6430796
251055296,0.37577403,0.6430796
251555312,0.372836,0.6430796
252055353,0.3746313,0.6430796
252555345,0.37533975,0.6430796
253055299,0.37349385,0.6430796
253555297,0.37728578,0.6430796
254055533,0.3719102,0.6430796
254555297,0.37979078,0.6430796
255055295,0.37322676,0.6430796
255555299,0.37433726,0.6430796
256055345,0.3737871,0.6430796
256555551,0.37416607,0.6430796
257055295,0.37758458,0.6430796
257555297,0.373904,0.6430796
258055295,0.37465602,0.6430796
258555300,0.3700248,0.6430796
259055295,0.3805533,0.6430796
259555346,0.37479424,0.6430796
260055296,0.37518024,0.6430796
260555456,0.36960447,0.6430796
261055294,0.38068932,0.6430796
261555299,0.37593073,0.6430796
262055297,0.420121,0.6430796
262555294,0.42824084,0.6430796
263055344,0.41878527,0.6430796
263555297,0.4269207,0.6430796
264055295,0.42192084,0.6430796
264555297,0.42371714,0.6430796
265055319,0.39623296,0.6430796
265555724,0.3757257,0.6430796
266056041,0.38336217,0.6430796
266555354,0.37253314,0.6430796
267056074,0.3736906,0.6430796
267555298,0.3752634,0.6430796
268055823,0.37622195,0.6430796
268555567,0.39210075,0.6430796
269055296,0.3867969,0.6430796
