timestamp,voltage_v,rssi_v,free_memory_bytes,actuators[0],actuators[1],actuators[2],actuators[3],actuators[4],actuators[5],actuators[6],actuators[7],servos[0],servos[1],servos[2],servos[3],servos[4],servos[5],servos[6],servos[7],raw_inputs[0],raw_inputs[1],raw_inputs[2],raw_inputs[3],raw_inputs[4],raw_inputs[5],raw_inputs[6],raw_inputs[7],raw_inputs[8],raw_inputs[9],raw_inputs[10],raw_inputs[11],raw_inputs[12],raw_inputs[13],raw_inputs[14],raw_inputs[15],raw_inputs[16],raw_inputs[17],status_outputs_armed,status_override,status_rc_ok,status_rc_ppm,status_rc_dsm,status_rc_sbus,status_fmu_ok,status_raw_pwm,status_mixer_ok,status_arm_sync,status_init_ok,status_failsafe,status_safety_off,status_fmu_initialized,status_rc_st24,status_rc_sumd,alarm_vbatt_low,alarm_temperature,alarm_servo_current,alarm_acc_current,alarm_fmu_lost,alarm_rc_lost,alarm_pwm_error,alarm_vservo_fault,arming_io_arm_ok,arming_fmu_armed,arming_fmu_prearmed,arming_manual_override_ok,arming_failsafe_custom,arming_inair_restart_ok,arming_always_pwm_enable,arming_rc_handling_disabled,arming_lockdown,arming_force_failsafe,arming_termination_failsafe,arming_override_immediate
64173884,0.0,1.243,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
65195125,0.002,1.1040001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
66206331,0.002,1.102,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
67217948,0.0,1.09,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
68223402,0.0,1.24,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
69238735,0.0,1.256,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
70262421,0.002,1.2550001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
71278030,0.0,1.2470001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
72282749,0.0,1.256,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
73287815,0.002,1.2390001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
74294872,0.0,1.0910001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
75318763,0.002,1.1010001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
76332861,0.002,1.251,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
77338944,0.002,1.093,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
78342781,0.0,1.246,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
79355156,0.0,1.107,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
80366805,0.002,1.1090001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
81387110,0.002,1.253,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
82411628,0.002,1.233,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
83431268,0.0,1.0840001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
84443735,0.002,1.1,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
85454955,0.0,1.253,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
86460461,0.0,1.2570001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
87471696,0.002,1.1,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
88487991,0.002,1.1110001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
89507602,0.002,1.0990001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
90523287,0.0,1.087,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
91543227,0.002,1.12,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
92555302,0.0,1.268,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
93572317,0.0,1.0840001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
94587482,0.002,1.2440001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
95599877,0.002,1.2390001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
96607742,0.0,1.2520001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
97621486,0.002,1.2470001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
98632140,0.002,1.1060001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
99651680,0.0,1.263,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
100675878,0.002,1.2540001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
101683980,0.0,1.0780001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
102700203,0.0,1.2470001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
103712784,0.0,1.087,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
104715934,0.0,1.256,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
105732736,0.002,1.097,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
106743876,0.0,1.0860001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
107764568,0.0,1.072,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
108767848,0.002,1.1120001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
109785093,0.002,1.2390001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
110792087,0.0,1.243,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
111811558,0.0,1.0860001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
112828391,0.0,1.25,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
113833442,0.0,1.082,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
114840224,0.0,1.082,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
115848676,0.002,1.1110001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
116868390,0.0,1.097,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
117884515,0.002,1.245,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
118888241,0.0,1.0890001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
119904342,0.0,1.09,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
120924474,0.0,1.2590001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
121938087,0.0,1.253,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
122944732,0.0,1.107,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
123956487,0.0,1.097,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
124964611,0.002,1.264,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
125980829,0.0,1.1110001,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
126997205,0.0,1.092,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
128014394,0.002,1.248,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
129033389,0.0,1.241,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
130044770,0.002,1.235,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
131060920,0.0,1.077,1576,-10000,-10000,-10000,-10000,-25000,-25000,-25000,-25000,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
